date,confirmedcasesindian,confirmedcasesforeign,discharged,deaths,totalConfirmed
2020-12-21,163378,0,152758,5212,163378
2020-12-22,163378,0,152758,5212,163378
2020-12-23,163665,0,153382,5230,163665
2020-12-24,164145,0,153964,5243,164145
2020-12-25,164505,0,154433,5260,164505
2020-12-26,164821,0,154845,5269,164821
2020-12-27,165126,0,155409,5281,165126
2020-12-28,165405,0,155892,5299,165405
2020-12-29,165668,0,156342,5312,165668
2020-12-30,165878,0,156719,5322,165878
2020-12-31,166239,0,157043,5331,166239
2021-01-01,166522,0,157496,5341,166522
2021-01-02,166770,0,157904,5349,166770
2021-01-03,167012,0,158219,5364,167012
2021-01-04,167219,0,158482,5376,167219
2021-01-05,167441,0,158972,5400,167441
2021-01-06,167652,0,159265,5404,167652
2021-01-07,168187,0,159790,5422,168187
2021-01-08,168187,0,159790,5422,168187
2021-01-09,168486,0,160042,5437,168486
2021-01-10,168734,0,160343,5439,168734
2021-01-11,169225,0,160920,5447,169225
2021-01-12,169225,0,160920,5447,169225
2021-01-13,169479,0,161235,5456,169479
2021-01-14,169737,0,161457,5463,169737
2021-01-15,169950,0,161710,5473,169950
2021-01-16,170366,0,162289,5499,170366
2021-01-17,170366,0,162289,5499,170366
2021-01-18,170605,0,162484,5504,170605
2021-01-19,170729,0,162762,5509,170729
2021-01-20,170937,0,163009,5516,170937
2021-01-21,171316,0,163438,5535,171316
2021-01-22,171522,0,163655,5543,171522
2021-01-23,171522,0,163655,5543,171522
2021-01-24,171733,0,163887,5553,171733
2021-01-25,171930,0,164119,5555,171930
2021-01-26,172089,0,164377,5560,172089
2021-01-27,172218,0,164541,5571,172218
2021-01-28,172406,0,164745,5581,172406
2021-01-29,172606,0,164937,5590,172606
2021-01-30,172860,0,165145,5601,172860
2021-01-31,173084,0,165291,5609,173084
2021-02-01,173276,0,165533,5615,173276
2021-02-02,173470,0,165753,5616,173470
2021-02-03,173674,0,165924,5628,173674
2021-02-04,173861,0,166103,5628,173861
2021-02-05,174057,0,166263,5635,174057
2021-02-06,174256,0,166477,5635,174256
2021-02-07,174439,0,166643,5640,174439
2021-02-08,174838,0,167073,5653,174838
2021-02-09,174838,0,167073,5653,174838
2021-02-10,175023,0,167285,5661,175023
2021-02-11,175252,0,167465,5675,175252
2021-02-12,175804,0,167814,5690,175804
2021-02-13,175804,0,167814,5690,175804
2021-02-14,176064,0,168035,5694,176064
2021-02-15,176520,0,168456,5707,176520
2021-02-16,176767,0,168654,5712,176767
2021-02-17,176767,0,168654,5712,176767
2021-02-18,177376,0,169002,5732,177376
2021-02-19,177376,0,169002,5732,177376
2021-02-20,177759,0,169216,5740,177759
2021-02-21,178459,0,169686,5754,178459
2021-02-22,178459,0,169686,5754,178459
2021-02-23,178847,0,169911,5769,178847
2021-02-24,179261,0,170187,5779,179261
2021-02-25,179819,0,170435,5786,179819
2021-02-26,180382,0,170713,5799,180382
2021-02-27,181004,0,170968,5814,181004
2021-02-28,182176,0,171712,5832,182176
2021-03-01,182809,0,172106,5850,182809
2021-03-02,182809,0,172106,5850,182809
2021-03-03,183538,0,172480,5860,183538
2021-03-04,184310,0,172845,5872,184310
2021-03-05,185381,0,173230,5887,185381
2021-03-06,186189,0,173630,5898,186189
2021-03-07,187348,0,174274,5910,187348
2021-03-08,189620,0,175659,5941,189620
2021-03-09,189620,0,175659,5941,189620
2021-03-10,190647,0,176164,5961,190647
2021-03-11,192040,0,176660,5978,192040
2021-03-12,193345,0,177280,5996,193345
2021-03-13,194753,0,178271,6030,194753
2021-03-14,196263,0,179295,6052,196263
2021-03-15,197755,0,180133,6072,197755
2021-03-16,199573,0,181532,6099,199573
2021-03-17,201036,0,182283,6137,201036
2021-03-18,203049,0,183557,6172,203049
2021-03-19,205418,0,184848,6204,205418
2021-03-20,207888,0,186187,6242,207888
2021-03-21,210466,0,187198,6280,210466
2021-03-22,213110,0,188529,6324,213110
2021-03-23,215409,0,190399,6382,215409
2021-03-24,217663,0,191825,6435,217663
2021-03-25,220276,0,193280,6474,220276
2021-03-26,222937,0,195015,6517,222937
2021-03-27,226059,0,196831,6576,226059
